EmployeeID_Code,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome (km),Education (Years),EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,Salary Hike,PerformanceRating,RelationshipSatisfaction,StandardHours,Segment,PredictedAttritionRisk
RM1150,27.0,26-35,No,Travel Rarely,1302.0,Research & Development,19.0,3.0,Other,1.0,1619,4.0,Male,67.0,2.0,1.0,Laboratory Technician,1.0,Divorced,4066.0,Upto 5k,16290.0,1.0,Y,No,11.0,0.11,3.0,1.0,80,3,0.24032046985398414
RM1064,29.0,26-35,No,Travel Rarely,1246.0,Sales,19.0,3.0,Life Science,1.0,1497,3.0,Male,77.0,2.0,2.0,Sales Executive,3.0,Divorced,8620.0,5k-10k,23757.0,1.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.13599274818976037
RM1213,34.0,26-35,No,Travel Rarely,678.0,Research & Development,19.0,3.0,Life Science,1.0,1701,2.0,Female,35.0,2.0,1.0,Research Scientist,4.0,Married,2929.0,Upto 5k,20338.0,1.0,Y,No,12.0,0.12,3.0,2.0,80,3,0.19269078774441029
RM689,19.0,18-25,Yes,Travel Rarely,419.0,Sales,21.0,3.0,Other,1.0,959,4.0,Male,37.0,2.0,1.0,Sales Representative,2.0,Single,2121.0,Upto 5k,9947.0,1.0,Y,Yes,13.0,0.13,3.0,2.0,80,3,0.8580428458787365
RM1380,27.0,26-35,Yes,Travel Frequently,1337.0,Human Resources,22.0,3.0,Human Resources,1.0,1944,1.0,Female,58.0,2.0,1.0,Human Resources,2.0,Married,2863.0,Upto 5k,19555.0,1.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.7388948629966466
RM1208,55.0,46-55,No,Travel Rarely,1441.0,Research & Development,22.0,3.0,Technical Degree,1.0,1694,1.0,Male,94.0,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,Upto 5k,23737.0,5.0,Y,No,12.0,0.12,3.0,4.0,80,1,0.2938248565979053
RM055,26.0,26-35,No,Travel Rarely,1443.0,Sales,23.0,3.0,Marketing,1.0,72,3.0,Female,47.0,2.0,2.0,Sales Executive,4.0,Married,4157.0,Upto 5k,21436.0,7.0,Y,Yes,19.0,0.19,3.0,3.0,80,0,0.3152103707646621
RM267,31.0,26-35,No,Travel Rarely,1463.0,Research & Development,23.0,3.0,Medical,1.0,367,2.0,Male,64.0,2.0,2.0,Healthcare Representative,4.0,Married,5582.0,5k-10k,14408.0,0.0,Y,No,21.0,0.21,4.0,2.0,80,0,0.13397215277015082
RM009,38.0,36-45,No,Travel Frequently,216.0,Research & Development,23.0,3.0,Life Science,1.0,12,4.0,Male,44.0,2.0,3.0,Manufacturing Director,3.0,Single,9526.0,5k-10k,8787.0,0.0,Y,No,21.0,0.21,4.0,2.0,80,0,0.16789477311443055
RM015,28.0,26-35,Yes,Travel Rarely,103.0,Research & Development,24.0,3.0,Life Science,1.0,19,3.0,Male,50.0,2.0,1.0,Laboratory Technician,3.0,Single,2028.0,Upto 5k,12947.0,5.0,Y,Yes,14.0,0.14,3.0,2.0,80,3,0.8384694740514528
RM897,31.0,26-35,No,Travel Rarely,1062.0,Research & Development,24.0,3.0,Medical,1.0,1252,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,5k-10k,17198.0,1.0,Y,No,19.0,0.19,3.0,2.0,80,0,0.23272120418735773
RM1092,33.0,26-35,No,Travel Rarely,575.0,Research & Development,25.0,3.0,Life Science,1.0,1545,4.0,Male,44.0,2.0,2.0,Manufacturing Director,2.0,Single,4320.0,Upto 5k,24152.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.1692789065248699
RM799,33.0,26-35,Yes,Travel Rarely,1017.0,Research & Development,25.0,3.0,Medical,1.0,1108,1.0,Male,55.0,2.0,1.0,Research Scientist,2.0,Single,2313.0,Upto 5k,2993.0,4.0,Y,Yes,20.0,0.2,4.0,2.0,80,0,0.7136594074244755
RM648,35.0,26-35,No,Travel Rarely,672.0,Research & Development,25.0,3.0,Technical Degree,1.0,899,4.0,Male,78.0,2.0,3.0,Manufacturing Director,2.0,Married,10903.0,10k-15k,9129.0,3.0,Y,No,16.0,0.16,3.0,1.0,80,3,0.16223352928194285
RM776,43.0,36-45,No,Travel Rarely,415.0,Sales,25.0,3.0,Medical,1.0,1076,3.0,Male,79.0,2.0,3.0,Sales Executive,4.0,Divorced,10798.0,10k-15k,5268.0,5.0,Y,No,13.0,0.13,3.0,3.0,80,2,0.11630528585579607
RM985,28.0,26-35,No,Travel Rarely,736.0,Sales,26.0,3.0,Life Science,1.0,1387,3.0,Male,48.0,2.0,2.0,Sales Executive,1.0,Married,4724.0,Upto 5k,24232.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.2809120830892148
RM1144,45.0,36-45,No,Non Travel,336.0,Sales,26.0,3.0,Marketing,1.0,1612,1.0,Male,52.0,2.0,2.0,Sales Executive,1.0,Married,4385.0,Upto 5k,24162.0,1.0,Y,No,15.0,0.15,3.0,1.0,80,3,0.24268974156992465
RM139,25.0,18-25,No,Travel Rarely,959.0,Sales,28.0,3.0,Life Science,1.0,183,1.0,Male,41.0,2.0,2.0,Sales Executive,3.0,Married,8639.0,5k-10k,24835.0,2.0,Y,No,18.0,0.18,3.0,4.0,80,0,0.34414495663110034
RM1447,34.0,26-35,No,Travel Rarely,704.0,Sales,28.0,3.0,Marketing,1.0,2035,4.0,Female,95.0,2.0,2.0,Sales Executive,3.0,Married,6712.0,5k-10k,8978.0,1.0,Y,No,21.0,0.21,4.0,4.0,80,0,0.18233148939754248
RM1462,50.0,46-55,Yes,Travel Rarely,410.0,Sales,28.0,3.0,Marketing,1.0,2055,4.0,Male,39.0,2.0,3.0,Sales Executive,1.0,Divorced,10854.0,10k-15k,16586.0,4.0,Y,Yes,13.0,0.13,3.0,2.0,80,2,0.2711200853075088
RM428,60.0,55+,No,Travel Frequently,1499.0,Sales,28.0,3.0,Marketing,1.0,573,3.0,Female,80.0,2.0,3.0,Sales Executive,1.0,Married,10266.0,10k-15k,2845.0,4.0,Y,No,19.0,0.19,3.0,4.0,80,2,0.1189471695991566
RM425,57.0,55+,No,Travel Rarely,210.0,Sales,29.0,3.0,Marketing,1.0,568,1.0,Male,56.0,2.0,4.0,Manager,4.0,Divorced,14118.0,10k-15k,22102.0,3.0,Y,No,12.0,0.12,3.0,3.0,80,2,0.09201565698304401
RM1078,29.0,26-35,Yes,Travel Rarely,224.0,Research & Development,1.0,4.0,Technical Degree,1.0,1522,1.0,Male,100.0,2.0,1.0,Research Scientist,1.0,Single,2362.0,Upto 5k,7568.0,6.0,Y,No,13.0,0.13,3.0,3.0,80,1,0.7016073964091253
RM1429,32.0,26-35,No,Travel Rarely,234.0,Sales,1.0,4.0,Medical,1.0,2013,2.0,Male,68.0,2.0,1.0,Sales Representative,2.0,Married,2269.0,Upto 5k,18024.0,0.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.22891904170801142
RM674,33.0,26-35,No,Travel Rarely,1198.0,Research & Development,1.0,4.0,Other,1.0,939,3.0,Male,100.0,2.0,1.0,Research Scientist,1.0,Single,2799.0,Upto 5k,3339.0,3.0,Y,Yes,11.0,0.11,3.0,2.0,80,3,0.4561331928424527
RM077,35.0,26-35,No,Travel Rarely,776.0,Sales,1.0,4.0,Marketing,1.0,100,3.0,Male,32.0,2.0,2.0,Sales Executive,1.0,Single,4312.0,Upto 5k,23016.0,0.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.1837359546521405
RM841,35.0,26-35,No,Travel Rarely,982.0,Research & Development,1.0,4.0,Medical,1.0,1172,4.0,Male,58.0,2.0,1.0,Laboratory Technician,3.0,Married,2258.0,Upto 5k,16340.0,6.0,Y,No,12.0,0.12,3.0,2.0,80,1,0.30157830302919314
RM1183,36.0,36-45,No,Non Travel,894.0,Research & Development,1.0,4.0,Medical,1.0,1662,4.0,Female,33.0,2.0,2.0,Manufacturing Director,3.0,Married,4374.0,Upto 5k,15411.0,0.0,Y,No,15.0,0.15,3.0,3.0,80,3,0.07517520485977856
RM060,37.0,36-45,No,Travel Rarely,1115.0,Research & Development,1.0,4.0,Life Science,1.0,77,1.0,Male,51.0,2.0,2.0,Manufacturing Director,3.0,Divorced,5993.0,5k-10k,2689.0,1.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.08290712597350992
RM696,37.0,36-45,Yes,Travel Rarely,625.0,Sales,1.0,4.0,Life Science,1.0,970,1.0,Male,46.0,2.0,3.0,Sales Executive,3.0,Married,10609.0,10k-15k,14922.0,5.0,Y,No,11.0,0.11,3.0,3.0,80,1,0.545515050125103
RM169,38.0,36-45,No,Travel Rarely,702.0,Sales,1.0,4.0,Life Science,1.0,230,1.0,Female,59.0,2.0,2.0,Sales Executive,4.0,Single,8686.0,5k-10k,12930.0,4.0,Y,No,22.0,0.22,4.0,3.0,80,0,0.1272379759194089
RM091,40.0,36-45,No,Travel Frequently,530.0,Research & Development,1.0,4.0,Life Science,1.0,119,3.0,Male,78.0,2.0,4.0,Healthcare Representative,2.0,Married,13503.0,10k-15k,14115.0,1.0,Y,No,22.0,0.22,4.0,4.0,80,0,0.05240381395312254
RM494,44.0,36-45,No,Travel Rarely,1112.0,Human Resources,1.0,4.0,Life Science,1.0,665,1.0,Female,50.0,2.0,2.0,Human Resources,3.0,Single,5985.0,5k-10k,26894.0,4.0,Y,No,11.0,0.11,3.0,2.0,80,1,0.12694897310024958
RM493,48.0,46-55,No,Travel Rarely,1236.0,Research & Development,1.0,4.0,Life Science,1.0,664,4.0,Female,40.0,2.0,4.0,Manager,1.0,Married,15402.0,15k+,17997.0,7.0,Y,No,11.0,0.11,3.0,1.0,80,2,0.030484932381344136
RM111,51.0,46-55,No,Travel Frequently,1456.0,Research & Development,1.0,4.0,Medical,1.0,145,1.0,Female,30.0,2.0,3.0,Healthcare Representative,1.0,Single,7484.0,5k-10k,25796.0,3.0,Y,No,20.0,0.2,4.0,3.0,80,0,0.14548953889935978
RM191,52.0,46-55,No,Travel Rarely,699.0,Research & Development,1.0,4.0,Life Science,1.0,259,3.0,Male,65.0,2.0,5.0,Manager,3.0,Married,19999.0,15k+,5678.0,0.0,Y,No,14.0,0.14,3.0,1.0,80,2,0.058618425570665676
RM1269,53.0,46-55,No,Non Travel,661.0,Research & Development,1.0,4.0,Medical,1.0,1775,1.0,Female,60.0,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,10k-15k,22308.0,4.0,Y,Yes,20.0,0.2,4.0,4.0,80,2,0.09984591365818402
RM1245,30.0,26-35,No,Travel Frequently,1312.0,Research & Development,2.0,4.0,Technical Degree,1.0,1745,4.0,Female,78.0,2.0,1.0,Research Scientist,1.0,Single,4968.0,Upto 5k,26427.0,0.0,Y,No,16.0,0.16,3.0,4.0,80,3,0.22967033934849382
RM1327,32.0,26-35,Yes,Travel Rarely,414.0,Sales,2.0,4.0,Marketing,1.0,1862,3.0,Male,82.0,2.0,2.0,Sales Executive,2.0,Single,9907.0,5k-10k,26186.0,7.0,Y,Yes,12.0,0.12,3.0,3.0,80,1,0.3615732606198151
RM248,34.0,26-35,No,Travel Rarely,470.0,Research & Development,2.0,4.0,Life Science,1.0,339,4.0,Male,84.0,2.0,2.0,Manufacturing Director,1.0,Married,5957.0,5k-10k,23687.0,6.0,Y,No,13.0,0.13,3.0,2.0,80,1,0.18047041378911222
RM433,34.0,26-35,No,Travel Rarely,1303.0,Research & Development,2.0,4.0,Life Science,1.0,579,4.0,Male,62.0,2.0,1.0,Research Scientist,3.0,Divorced,2768.0,Upto 5k,8416.0,3.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.134543093860309
RM580,34.0,26-35,No,Travel Rarely,121.0,Research & Development,2.0,4.0,Medical,1.0,804,3.0,Female,86.0,2.0,1.0,Research Scientist,1.0,Single,4381.0,Upto 5k,7530.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.2956624125105734
RM1216,35.0,26-35,No,Travel Frequently,146.0,Research & Development,2.0,4.0,Medical,1.0,1704,1.0,Male,79.0,2.0,1.0,Research Scientist,4.0,Single,4930.0,Upto 5k,13970.0,0.0,Y,Yes,14.0,0.14,3.0,3.0,80,3,0.266602824149575
RM527,39.0,36-45,No,Travel Rarely,408.0,Research & Development,2.0,4.0,Technical Degree,1.0,721,4.0,Female,80.0,2.0,2.0,Healthcare Representative,3.0,Single,4553.0,Upto 5k,20978.0,1.0,Y,No,11.0,0.11,3.0,1.0,80,3,0.1707937732057207
RM1456,40.0,36-45,No,Travel Rarely,1322.0,Research & Development,2.0,4.0,Life Science,1.0,2048,3.0,Male,52.0,2.0,1.0,Research Scientist,3.0,Single,2809.0,Upto 5k,2725.0,2.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.16648960546635463
RM460,41.0,36-45,No,Non Travel,509.0,Research & Development,2.0,4.0,Other,1.0,616,1.0,Female,62.0,2.0,2.0,Healthcare Representative,3.0,Single,6811.0,5k-10k,2112.0,2.0,Y,Yes,17.0,0.17,3.0,1.0,80,0,0.13837364170208055
RM357,42.0,36-45,No,Travel Rarely,1332.0,Research & Development,2.0,4.0,Other,1.0,477,1.0,Male,98.0,2.0,2.0,Healthcare Representative,4.0,Single,6781.0,5k-10k,17078.0,3.0,Y,No,23.0,0.23,4.0,2.0,80,0,0.10049929532837124
RM666,47.0,46-55,No,Travel Rarely,1454.0,Sales,2.0,4.0,Life Science,1.0,925,4.0,Female,65.0,2.0,1.0,Sales Representative,4.0,Single,3294.0,Upto 5k,13137.0,1.0,Y,Yes,18.0,0.18,3.0,1.0,80,0,0.41530347782638066
RM238,52.0,46-55,No,Non Travel,771.0,Sales,2.0,4.0,Life Science,1.0,329,1.0,Male,79.0,2.0,5.0,Manager,3.0,Single,19068.0,15k+,21030.0,1.0,Y,Yes,18.0,0.18,3.0,4.0,80,2,0.19277582564032059
RM019,53.0,46-55,No,Travel Rarely,1219.0,Sales,2.0,4.0,Life Science,1.0,23,1.0,Female,78.0,2.0,4.0,Manager,4.0,Married,15427.0,15k+,22021.0,2.0,Y,No,16.0,0.16,3.0,3.0,80,2,0.04497784064954279
RM772,54.0,46-55,No,Travel Rarely,1082.0,Sales,2.0,4.0,Life Science,1.0,1070,3.0,Female,41.0,2.0,3.0,Sales Executive,3.0,Married,10686.0,10k-15k,8392.0,6.0,Y,No,11.0,0.11,3.0,2.0,80,2,0.15085924493650185
RM1337,55.0,46-55,No,Travel Rarely,836.0,Research & Development,2.0,4.0,Technical Degree,1.0,1873,2.0,Male,98.0,2.0,1.0,Research Scientist,4.0,Married,2662.0,Upto 5k,7975.0,8.0,Y,No,20.0,0.2,4.0,2.0,80,1,0.2387076028936405
RM106,59.0,55+,No,Non Travel,1420.0,Human Resources,2.0,4.0,Human Resources,1.0,140,3.0,Female,32.0,2.0,5.0,Manager,4.0,Married,18844.0,15k+,21922.0,9.0,Y,No,21.0,0.21,4.0,4.0,80,2,0.08726110792476299
RM861,22.0,18-25,Yes,Travel Frequently,1256.0,Research & Development,3.0,4.0,Life Science,1.0,1203,3.0,Male,48.0,2.0,1.0,Research Scientist,4.0,Married,2853.0,Upto 5k,4223.0,0.0,Y,Yes,11.0,0.11,3.0,2.0,80,3,0.3842940782078255
RM513,27.0,26-35,No,Travel Rarely,1115.0,Research & Development,3.0,4.0,Medical,1.0,700,1.0,Male,54.0,2.0,1.0,Research Scientist,4.0,Single,2045.0,Upto 5k,15174.0,0.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.2586714613651783
RM421,29.0,26-35,No,Travel Rarely,986.0,Research & Development,3.0,4.0,Medical,1.0,564,2.0,Male,93.0,2.0,3.0,Research Director,3.0,Married,11935.0,10k-15k,21526.0,1.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.1369588990858279
RM804,34.0,26-35,No,Non Travel,697.0,Research & Development,3.0,4.0,Life Science,1.0,1115,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,Upto 5k,22478.0,3.0,Y,No,17.0,0.17,3.0,4.0,80,0,0.10011019391502339
RM360,36.0,36-45,No,Travel Frequently,541.0,Sales,3.0,4.0,Medical,1.0,481,1.0,Male,48.0,2.0,3.0,Sales Executive,4.0,Married,9699.0,5k-10k,7246.0,4.0,Y,No,11.0,0.11,3.0,1.0,80,3,0.26990933036321496
RM562,52.0,46-55,No,Travel Rarely,621.0,Sales,3.0,4.0,Marketing,1.0,776,3.0,Male,31.0,2.0,4.0,Manager,1.0,Married,16856.0,15k+,10084.0,1.0,Y,No,11.0,0.11,3.0,1.0,80,2,0.07550069409037848
RM294,26.0,26-35,Yes,Travel Rarely,950.0,Sales,4.0,4.0,Marketing,1.0,401,4.0,Male,48.0,2.0,2.0,Sales Executive,4.0,Single,5828.0,5k-10k,8450.0,1.0,Y,Yes,12.0,0.12,3.0,2.0,80,3,0.6430089072578444
RM1067,33.0,26-35,No,Travel Rarely,1099.0,Research & Development,4.0,4.0,Medical,1.0,1502,1.0,Female,82.0,2.0,1.0,Laboratory Technician,2.0,Married,3838.0,Upto 5k,8192.0,8.0,Y,No,11.0,0.11,3.0,4.0,80,1,0.24608641589204283
RM222,33.0,26-35,No,Travel Rarely,147.0,Research & Development,4.0,4.0,Medical,1.0,305,3.0,Female,47.0,2.0,1.0,Research Scientist,2.0,Married,2622.0,Upto 5k,13248.0,6.0,Y,No,21.0,0.21,4.0,4.0,80,1,0.16793762646997118
RM849,35.0,26-35,No,Travel Frequently,636.0,Research & Development,4.0,4.0,Other,1.0,1185,4.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,Upto 5k,26537.0,1.0,Y,No,13.0,0.13,3.0,2.0,80,3,0.23867740469711649
RM1019,36.0,36-45,No,Travel Rarely,172.0,Research & Development,4.0,4.0,Life Science,1.0,1435,1.0,Male,37.0,2.0,2.0,Laboratory Technician,4.0,Single,5810.0,5k-10k,22604.0,1.0,Y,No,16.0,0.16,3.0,3.0,80,0,0.11369435319585167
RM138,39.0,36-45,No,Travel Rarely,1329.0,Sales,4.0,4.0,Life Science,1.0,182,4.0,Female,47.0,2.0,2.0,Sales Executive,3.0,Married,5902.0,5k-10k,14590.0,4.0,Y,No,14.0,0.14,3.0,3.0,80,1,0.11105916618816541
RM159,40.0,36-45,No,Travel Rarely,630.0,Sales,4.0,4.0,Marketing,1.0,215,3.0,Male,67.0,2.0,3.0,Sales Executive,4.0,Married,10855.0,10k-15k,8552.0,7.0,Y,No,11.0,0.11,3.0,1.0,80,1,0.1790781322740048
RM927,43.0,36-45,No,Travel Rarely,531.0,Sales,4.0,4.0,Marketing,1.0,1293,4.0,Female,56.0,2.0,3.0,Sales Executive,4.0,Single,10231.0,10k-15k,20364.0,3.0,Y,No,14.0,0.14,3.0,4.0,80,2,0.12342444567346533
RM737,48.0,46-55,No,Travel Rarely,1355.0,Research & Development,4.0,4.0,Life Science,1.0,1024,3.0,Male,78.0,2.0,3.0,Healthcare Representative,3.0,Single,10999.0,10k-15k,22245.0,7.0,Y,No,14.0,0.14,3.0,2.0,80,1,0.09067635053368396
RM624,30.0,26-35,No,Travel Frequently,1012.0,Research & Development,5.0,4.0,Life Science,1.0,861,2.0,Male,75.0,2.0,1.0,Research Scientist,4.0,Divorced,3761.0,Upto 5k,2373.0,9.0,Y,No,12.0,0.12,3.0,2.0,80,1,0.19804013934395195
RM1395,32.0,26-35,No,Travel Rarely,1373.0,Research & Development,5.0,4.0,Life Science,1.0,1966,4.0,Male,56.0,2.0,2.0,Manufacturing Director,4.0,Single,9679.0,5k-10k,10138.0,8.0,Y,No,24.0,0.24,4.0,2.0,80,0,0.10335090270742639
RM247,33.0,26-35,No,Travel Rarely,832.0,Research & Development,5.0,4.0,Life Science,1.0,338,3.0,Female,63.0,2.0,1.0,Research Scientist,4.0,Married,2911.0,Upto 5k,14776.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.21283407555094885
RM039,36.0,36-45,No,Travel Rarely,852.0,Research & Development,5.0,4.0,Life Science,1.0,51,2.0,Female,82.0,2.0,1.0,Research Scientist,1.0,Married,3419.0,Upto 5k,13072.0,9.0,Y,Yes,14.0,0.14,3.0,4.0,80,1,0.40868546430609165
RM534,40.0,36-45,No,Travel Frequently,580.0,Sales,5.0,4.0,Life Science,1.0,729,4.0,Male,48.0,2.0,3.0,Sales Executive,1.0,Married,10475.0,10k-15k,23772.0,5.0,Y,Yes,21.0,0.21,4.0,3.0,80,1,0.24567975313923707
RM486,27.0,26-35,No,Travel Rarely,798.0,Research & Development,6.0,4.0,Medical,1.0,655,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,Upto 5k,5013.0,0.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.2728289434416445
RM115,34.0,26-35,No,Travel Rarely,1031.0,Research & Development,6.0,4.0,Life Science,1.0,151,3.0,Female,45.0,2.0,2.0,Research Scientist,2.0,Divorced,4505.0,Upto 5k,15000.0,6.0,Y,No,15.0,0.15,3.0,3.0,80,1,0.10500147697442715
RM1419,38.0,36-45,No,Travel Frequently,508.0,Research & Development,6.0,4.0,Life Science,1.0,1997,1.0,Male,72.0,2.0,2.0,Manufacturing Director,3.0,Married,5321.0,5k-10k,14284.0,2.0,Y,No,11.0,0.11,3.0,4.0,80,3,0.21389703647537336
RM490,43.0,36-45,No,Travel Rarely,782.0,Research & Development,6.0,4.0,Other,1.0,661,2.0,Male,50.0,2.0,4.0,Research Director,4.0,Divorced,16627.0,15k+,2671.0,4.0,Y,Yes,14.0,0.14,3.0,3.0,80,2,0.07923756736785442
RM676,31.0,26-35,No,Travel Rarely,154.0,Sales,7.0,4.0,Life Science,1.0,941,2.0,Male,41.0,2.0,1.0,Sales Representative,3.0,Married,2329.0,Upto 5k,11737.0,3.0,Y,No,15.0,0.15,3.0,2.0,80,3,0.32738614948407874
RM519,38.0,36-45,No,Travel Rarely,243.0,Sales,7.0,4.0,Marketing,1.0,709,4.0,Female,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,Upto 5k,7791.0,0.0,Y,No,20.0,0.2,4.0,1.0,80,0,0.20073735888332217
RM029,44.0,36-45,No,Travel Rarely,477.0,Research & Development,7.0,4.0,Medical,1.0,36,1.0,Female,42.0,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,10k-15k,2094.0,3.0,Y,No,14.0,0.14,3.0,4.0,80,2,0.13277995867412948
RM157,51.0,46-55,No,Travel Rarely,1169.0,Research & Development,7.0,4.0,Medical,1.0,211,2.0,Male,34.0,2.0,2.0,Manufacturing Director,3.0,Married,6132.0,5k-10k,13983.0,2.0,Y,No,17.0,0.17,3.0,3.0,80,0,0.13251503480845434
RM967,58.0,55+,Yes,Travel Rarely,601.0,Research & Development,7.0,4.0,Medical,1.0,1360,3.0,Female,53.0,2.0,3.0,Manufacturing Director,1.0,Married,10008.0,10k-15k,12023.0,7.0,Y,Yes,14.0,0.14,3.0,4.0,80,1,0.5535945364475822
RM570,36.0,36-45,No,Non Travel,1434.0,Sales,8.0,4.0,Life Science,1.0,789,1.0,Male,76.0,2.0,3.0,Sales Executive,1.0,Single,7587.0,5k-10k,14229.0,1.0,Y,No,15.0,0.15,3.0,2.0,80,3,0.21130255392611383
RM779,46.0,46-55,No,Travel Rarely,1003.0,Research & Development,8.0,4.0,Life Science,1.0,1080,4.0,Female,74.0,2.0,2.0,Research Scientist,1.0,Divorced,4615.0,Upto 5k,21029.0,8.0,Y,Yes,23.0,0.23,4.0,1.0,80,1,0.15105481938363305
RM822,49.0,46-55,No,Travel Rarely,174.0,Sales,8.0,4.0,Technical Degree,1.0,1138,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,13120.0,10k-15k,11879.0,6.0,Y,No,17.0,0.17,3.0,2.0,80,2,0.1771338019744115
RM214,51.0,46-55,No,Travel Rarely,1469.0,Research & Development,8.0,4.0,Life Science,1.0,296,2.0,Male,81.0,2.0,3.0,Research Director,2.0,Married,12490.0,10k-15k,15736.0,5.0,Y,No,16.0,0.16,3.0,4.0,80,2,0.10713526577900065
RM318,52.0,46-55,Yes,Travel Rarely,723.0,Research & Development,8.0,4.0,Medical,1.0,433,3.0,Male,85.0,2.0,2.0,Research Scientist,2.0,Married,4941.0,Upto 5k,17747.0,2.0,Y,No,15.0,0.15,3.0,1.0,80,1,0.47369134512813665
RM370,31.0,26-35,No,Travel Rarely,408.0,Research & Development,9.0,4.0,Life Science,1.0,493,3.0,Male,42.0,2.0,1.0,Research Scientist,2.0,Single,2657.0,Upto 5k,7551.0,0.0,Y,Yes,16.0,0.16,3.0,4.0,80,3,0.4293506496087329
RM373,35.0,26-35,No,Travel Rarely,755.0,Research & Development,9.0,4.0,Life Science,1.0,496,3.0,Male,97.0,2.0,2.0,Healthcare Representative,2.0,Single,6540.0,5k-10k,19394.0,9.0,Y,No,19.0,0.19,3.0,3.0,80,1,0.14443160693079793
RM022,36.0,36-45,Yes,Travel Rarely,1218.0,Sales,9.0,4.0,Life Science,1.0,27,3.0,Male,82.0,2.0,1.0,Sales Representative,1.0,Single,3407.0,Upto 5k,6986.0,7.0,Y,No,23.0,0.23,4.0,2.0,80,1,0.6691583475330531
RM806,45.0,36-45,No,Non Travel,1050.0,Sales,9.0,4.0,Life Science,1.0,1117,2.0,Female,65.0,2.0,2.0,Sales Executive,3.0,Married,5593.0,5k-10k,17970.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.13169147123532635
RM1132,34.0,26-35,No,Travel Frequently,653.0,Research & Development,10.0,4.0,Technical Degree,1.0,1597,4.0,Male,92.0,2.0,2.0,Healthcare Representative,3.0,Married,5063.0,5k-10k,15332.0,1.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.19958175087946023
RM1341,36.0,36-45,No,Travel Rarely,1266.0,Sales,10.0,4.0,Technical Degree,1.0,1880,2.0,Female,63.0,2.0,2.0,Sales Executive,3.0,Married,5673.0,5k-10k,6060.0,1.0,Y,Yes,13.0,0.13,3.0,1.0,80,3,0.3156225397337369
RM796,37.0,36-45,No,Travel Rarely,309.0,Sales,10.0,4.0,Life Science,1.0,1105,4.0,Female,88.0,2.0,2.0,Sales Executive,4.0,Divorced,6694.0,5k-10k,24223.0,2.0,Y,Yes,14.0,0.14,3.0,3.0,80,3,0.1409169374144904
RM808,38.0,36-45,No,Travel Rarely,770.0,Sales,10.0,4.0,Marketing,1.0,1119,3.0,Male,73.0,2.0,3.0,Sales Executive,3.0,Divorced,8740.0,5k-10k,5569.0,0.0,Y,Yes,14.0,0.14,3.0,2.0,80,3,0.2398685479700065
RM685,40.0,36-45,No,Travel Rarely,658.0,Sales,10.0,4.0,Marketing,1.0,954,1.0,Male,67.0,2.0,3.0,Sales Executive,2.0,Divorced,9705.0,5k-10k,20652.0,2.0,Y,No,12.0,0.12,3.0,2.0,80,3,0.24844736066112488
RM536,41.0,36-45,No,Travel Rarely,427.0,Human Resources,10.0,4.0,Human Resources,1.0,731,2.0,Male,73.0,2.0,5.0,Manager,4.0,Divorced,19141.0,15k+,8861.0,3.0,Y,No,15.0,0.15,3.0,2.0,80,2,0.04558805029611748
RM331,43.0,36-45,No,Travel Frequently,559.0,Research & Development,10.0,4.0,Life Science,1.0,448,3.0,Female,82.0,2.0,2.0,Laboratory Technician,3.0,Divorced,5257.0,5k-10k,6227.0,1.0,Y,No,11.0,0.11,3.0,2.0,80,3,0.15354090984335284
